rank,word,frequency,relative_frequency
184,علم,53,0.0006844980562838213
185,لي,53,0.0006844980562838213
186,ولآ,53,0.0006844980562838213
187,ٱلكفرين,52,0.0006715829986180888
188,قبلهم,52,0.0006715829986180888
189,ٱلذيٓ,52,0.0006715829986180888
190,يقولون,51,0.0006586679409523563
191,للناس,51,0.0006586679409523563
192,كنت,51,0.0006586679409523563
193,إنيٓ,50,0.0006457528832866238
194,إنك,50,0.0006457528832866238
195,وقالوا,50,0.0006457528832866238
196,ٱلتي,49,0.0006328378256208914
197,لقومٖ,49,0.0006328378256208914
198,تجري,48,0.000619922767955159
199,ٱلدين,47,0.0006070077102894265
200,هي,47,0.0006070077102894265
201,ليس,47,0.0006070077102894265
202,ولم,47,0.0006070077102894265
203,حتىٓ,47,0.0006070077102894265
204,يومئذٖ,47,0.0006070077102894265
205,فأولٓئك,46,0.000594092652623694
206,رحيمٞ,46,0.000594092652623694
207,غفورٞ,46,0.000594092652623694
208,قوم,46,0.000594092652623694
209,ٱلرحمن,45,0.0005811775949579615
210,جعل,45,0.0005811775949579615
211,وأنتم,45,0.0005811775949579615
212,أفلا,45,0.0005811775949579615
213,ٱلرسول,45,0.0005811775949579615
214,كثيرٗا,44,0.000568262537292229
215,قليلٗا,44,0.000568262537292229
216,ذلكم,44,0.000568262537292229
217,عما,44,0.000568262537292229
218,ويوم,44,0.000568262537292229
219,كما,44,0.000568262537292229
220,عليها,44,0.000568262537292229
221,خلدين,44,0.000568262537292229
222,بمآ,43,0.0005553474796264965
223,ولهم,43,0.0005553474796264965
224,ٱلأنهر,43,0.0005553474796264965
225,يقوم,43,0.0005553474796264965
226,وقد,43,0.0005553474796264965
227,ءايت,43,0.0005553474796264965
228,كتب,43,0.0005553474796264965
229,أهل,43,0.0005553474796264965
230,ٱلقرءان,43,0.0005553474796264965
231,كذبوا,43,0.0005553474796264965
232,إبرهيم,43,0.0005553474796264965
233,ٱلحكيم,42,0.0005424324219607641
234,إسرٓءيل,42,0.0005424324219607641
235,وٱتقوا,42,0.0005424324219607641
236,مثل,42,0.0005424324219607641
237,بهم,41,0.0005295173642950316
238,فهم,41,0.0005295173642950316
239,هٓؤلآء,41,0.0005295173642950316
240,أنهم,41,0.0005295173642950316
241,بغير,41,0.0005295173642950316
242,علينا,41,0.0005295173642950316
243,جآءهم,41,0.0005295173642950316
244,إنآ,41,0.0005295173642950316
245,أرسلنا,41,0.0005295173642950316
246,ءامنوٓا,41,0.0005295173642950316
247,لعلهم,41,0.0005295173642950316
248,ٱليوم,41,0.0005295173642950316
249,بٔايتنا,41,0.0005295173642950316
250,عليمٞ,40,0.0005166023066292991
251,لها,40,0.0005166023066292991
252,إليهم,40,0.0005166023066292991
253,يقول,39,0.0005036872489635666
254,بهٓ,39,0.0005036872489635666
255,هذه,39,0.0005036872489635666
256,يحب,39,0.0005036872489635666
257,ٱلملٓئكة,38,0.0004907721912978341
258,أنفسكم,38,0.0004907721912978341
259,أكثرهم,38,0.0004907721912978341
260,يهدي,38,0.0004907721912978341
261,وكذلك,38,0.0004907721912978341
262,يريد,38,0.0004907721912978341
263,وعد,38,0.0004907721912978341
264,بكم,37,0.0004778571336321017
265,جنتٖ,37,0.0004778571336321017
266,عنه,37,0.0004778571336321017
267,جميعٗا,36,0.0004649420759663692
268,خير,36,0.0004649420759663692
269,ٱلعظيم,36,0.0004649420759663692
270,وجعلنا,36,0.0004649420759663692
271,وعلى,35,0.0004520270183006367
272,ٱلموت,35,0.0004520270183006367
273,تحتها,35,0.0004520270183006367
274,رسول,35,0.0004520270183006367
275,يكون,35,0.0004520270183006367
276,أولم,35,0.0004520270183006367
277,ٱلساعة,35,0.0004520270183006367
278,فبأي,35,0.0004520270183006367
279,ٱلرحيم,34,0.00043911196063490426
280,قيل,34,0.00043911196063490426
281,أمر,34,0.00043911196063490426
282,بٔايت,34,0.00043911196063490426
283,مؤمنين,34,0.00043911196063490426
284,خيرٗا,34,0.00043911196063490426
285,ربنآ,34,0.00043911196063490426
286,أوليآء,34,0.00043911196063490426
287,هذآ,34,0.00043911196063490426
288,ءالآء,34,0.00043911196063490426
289,قبلك,33,0.00042619690296917176
290,بكل,33,0.00042619690296917176
291,وكانوا,33,0.00042619690296917176
292,بعضهم,33,0.00042619690296917176
293,أيديهم,33,0.00042619690296917176
294,ولئن,33,0.00042619690296917176
295,مبينٞ,33,0.00042619690296917176
296,ربكما,33,0.00042619690296917176
297,ٱلعليم,32,0.00041328184530343927
298,صلحٗا,32,0.00041328184530343927
299,أحسن,32,0.00041328184530343927
300,يكن,32,0.00041328184530343927
301,ٱلأمر,32,0.00041328184530343927
302,إليكم,32,0.00041328184530343927
303,ٱلأولين,32,0.00041328184530343927
304,ءامنا,31,0.00040036678763770683
305,صدقين,31,0.00040036678763770683
306,إنكم,31,0.00040036678763770683
307,ظلموا,31,0.00040036678763770683
308,بعضٖ,31,0.00040036678763770683
309,بنيٓ,31,0.00040036678763770683
310,ولما,31,0.00040036678763770683
311,أوتوا,31,0.00040036678763770683
312,ممن,31,0.00040036678763770683
313,ٱلأٓيت,31,0.00040036678763770683
314,ءايتنا,31,0.00040036678763770683
315,تر,31,0.00040036678763770683
316,أكثر,31,0.00040036678763770683
317,تكذبان,31,0.00040036678763770683
318,ٱلمحسنين,30,0.00038745172997197433
319,بعض,30,0.00038745172997197433
320,ٱلنبي,30,0.00038745172997197433
321,ٱلأٓخر,29,0.00037453667230624184
322,فيهآ,29,0.00037453667230624184
323,حيث,29,0.00037453667230624184
324,عذابٞ,29,0.00037453667230624184
325,لفي,29,0.00037453667230624184
326,بينكم,29,0.00037453667230624184
327,ٱتقوا,29,0.00037453667230624184
328,قالت,29,0.00037453667230624184
329,وجعل,29,0.00037453667230624184
330,يظلمون,28,0.00036162161464050935
331,فضل,28,0.00036162161464050935
332,أشد,28,0.00036162161464050935
333,ٱبن,28,0.00036162161464050935
334,مريم,28,0.00036162161464050935
335,كانت,28,0.00036162161464050935
336,أليمٞ,28,0.00036162161464050935
337,ٱلسبيل,28,0.00036162161464050935
338,تلك,28,0.00036162161464050935
339,فإنما,28,0.00036162161464050935
340,ٱلعلم,28,0.00036162161464050935
341,جعلنا,28,0.00036162161464050935
342,لأٓيتٖ,28,0.00036162161464050935
343,منا,28,0.00036162161464050935
344,فهو,28,0.00036162161464050935
345,ٱلملك,28,0.00036162161464050935
346,ٱلغيب,28,0.00036162161464050935
347,ويقولون,28,0.00036162161464050935
348,ٱلقول,28,0.00036162161464050935
349,لئن,28,0.00036162161464050935
350,وإنا,28,0.00036162161464050935
351,إنمآ,28,0.00036162161464050935
352,ملك,27,0.0003487065569747769
353,ءامن,27,0.0003487065569747769
354,فقال,27,0.0003487065569747769
355,موسىٓ,27,0.0003487065569747769
356,ولله,27,0.0003487065569747769
357,أعملهم,27,0.0003487065569747769
358,يؤمن,27,0.0003487065569747769
359,يدعون,27,0.0003487065569747769
360,أجر,27,0.0003487065569747769
361,عقبة,27,0.0003487065569747769
362,يروا,27,0.0003487065569747769
363,قومه,27,0.0003487065569747769
364,ٱلحمد,26,0.0003357914993090444
365,هدٗى,26,0.0003357914993090444
366,معكم,26,0.0003357914993090444
367,قديرٞ,26,0.0003357914993090444
368,ٱلزكوة,26,0.0003357914993090444
369,وفي,26,0.0003357914993090444
370,بأنهم,26,0.0003357914993090444
371,ومنهم,26,0.0003357914993090444
372,نفسه,26,0.0003357914993090444
373,وأنا,26,0.0003357914993090444
374,وٱلنهار,26,0.0003357914993090444
375,وإلى,26,0.0003357914993090444
376,معه,26,0.0003357914993090444
377,ذكر,26,0.0003357914993090444
378,فسوف,26,0.0003357914993090444
379,مبينٖ,26,0.0003357914993090444
380,وأولٓئك,25,0.0003228764416433119
381,وأما,25,0.0003228764416433119
382,جآءكم,25,0.0003228764416433119
383,ذو,25,0.0003228764416433119
384,إذآ,25,0.0003228764416433119
385,ينظرون,25,0.0003228764416433119
386,مبين,25,0.0003228764416433119
387,تكون,25,0.0003228764416433119
388,لهٓ,25,0.0003228764416433119
389,ٱلنهار,25,0.0003228764416433119
390,إلي,25,0.0003228764416433119
391,قومٗا,25,0.0003228764416433119
392,لكل,25,0.0003228764416433119
393,ألآ,24,0.0003099613839775795
394,خلدون,24,0.0003099613839775795
395,تعقلون,24,0.0003099613839775795
396,عنكم,24,0.0003099613839775795
397,ءايته,24,0.0003099613839775795
398,بٱلبينت,24,0.0003099613839775795
399,ٱلمشركين,24,0.0003099613839775795
400,وإنه,24,0.0003099613839775795
401,إذٗا,24,0.0003099613839775795
402,جناح,24,0.0003099613839775795
403,ٱلنسآء,24,0.0003099613839775795
404,ٱلظلمون,24,0.0003099613839775795
405,ٱلمرسلين,24,0.0003099613839775795
406,كذب,24,0.0003099613839775795
407,بينهما,24,0.0003099613839775795
408,دونه,24,0.0003099613839775795
409,ٱلجبال,24,0.0003099613839775795
410,عظيمٞ,23,0.000297046326311847
411,للكفرين,23,0.000297046326311847
412,أنه,23,0.000297046326311847
413,نفسٖ,23,0.000297046326311847
414,ٱلبحر,23,0.000297046326311847
415,وٱليوم,23,0.000297046326311847
416,عباده,23,0.000297046326311847
417,بإذن,23,0.000297046326311847
418,تولوا,23,0.000297046326311847
419,ٱلجحيم,23,0.000297046326311847
420,ٱلمصير,23,0.000297046326311847
421,ٱلحرام,23,0.000297046326311847
422,أجمعين,23,0.000297046326311847
423,ٱلمتقين,23,0.000297046326311847
424,كفروٓا,23,0.000297046326311847
425,عذابٗا,23,0.000297046326311847
426,ضللٖ,23,0.000297046326311847
427,فهل,23,0.000297046326311847
428,فلمآ,22,0.0002841312686461145
429,يرجعون,22,0.0002841312686461145
430,مآءٗ,22,0.0002841312686461145
431,ولن,22,0.0002841312686461145
432,عنها,22,0.0002841312686461145
433,ءال,22,0.0002841312686461145
434,فلن,22,0.0002841312686461145
435,فضله,22,0.0002841312686461145
436,يعقلون,22,0.0002841312686461145
437,شديد,22,0.0002841312686461145
438,نزل,22,0.0002841312686461145
439,وإليه,22,0.0002841312686461145
440,ٱلمؤمنون,22,0.0002841312686461145
441,لولآ,22,0.0002841312686461145
442,قومٞ,22,0.0002841312686461145
443,ٱلمبين,22,0.0002841312686461145
444,كلا,22,0.0002841312686461145
445,يشعرون,21,0.00027121621098038205
446,فأما,21,0.00027121621098038205
447,بٱلأٓخرة,21,0.00027121621098038205
448,يأتي,21,0.00027121621098038205
449,حكيمٞ,21,0.00027121621098038205
450,وقل,21,0.00027121621098038205
451,تكن,21,0.00027121621098038205
452,وكفى,21,0.00027121621098038205
453,أبدٗا,21,0.00027121621098038205
454,ٱلفلك,21,0.00027121621098038205
455,نذيرٞ,21,0.00027121621098038205
456,يوسف,21,0.00027121621098038205
457,ينفقون,20,0.00025830115331464956
458,بعضكم,20,0.00025830115331464956
459,أول,20,0.00025830115331464956
460,سوٓء,20,0.00025830115331464956
461,يسمعون,20,0.00025830115331464956
462,تعبدون,20,0.00025830115331464956
463,كفر,20,0.00025830115331464956
464,رسولٗا,20,0.00025830115331464956
465,بٱلمعروف,20,0.00025830115331464956
466,سميع,20,0.00025830115331464956
467,شئا,20,0.00025830115331464956
468,لأٓيةٗ,20,0.00025830115331464956
469,ءايةٗ,20,0.00025830115331464956
470,أمولهم,20,0.00025830115331464956
471,أخاف,20,0.00025830115331464956
472,جنت,20,0.00025830115331464956
473,تدعون,20,0.00025830115331464956
474,ٱلشمس,20,0.00025830115331464956
475,وٱلقمر,20,0.00025830115331464956
476,ٱلعرش,20,0.00025830115331464956
477,رحمةٗ,20,0.00025830115331464956
478,سوآء,19,0.00024538609564891706
479,تتقون,19,0.00024538609564891706
480,ترجعون,19,0.00024538609564891706
481,ولكم,19,0.00024538609564891706
482,تشكرون,19,0.00024538609564891706
483,كانوٓا,19,0.00024538609564891706
484,جزآء,19,0.00024538609564891706
485,فيما,19,0.00024538609564891706
486,كلٞ,19,0.00024538609564891706
487,ٱلسميع,19,0.00024538609564891706
488,ٱلصلحين,19,0.00024538609564891706
489,صرطٖ,19,0.00024538609564891706
490,مستقيمٖ,19,0.00024538609564891706
491,تكونوا,19,0.00024538609564891706
492,حرم,19,0.00024538609564891706
493,ٱلبر,19,0.00024538609564891706
494,أكبر,19,0.00024538609564891706
495,وٱلأٓخرة,19,0.00024538609564891706
496,وله,19,0.00024538609564891706
497,ٱلذكر,19,0.00024538609564891706
498,سبيلٗا,19,0.00024538609564891706
499,غفورٗا,19,0.00024538609564891706
500,ذي,19,0.00024538609564891706
501,ٱلمجرمين,19,0.00024538609564891706
502,نجزي,19,0.00024538609564891706
503,ٱلجن,19,0.00024538609564891706
504,ربيٓ,19,0.00024538609564891706
505,يشركون,19,0.00024538609564891706
506,للمتقين,18,0.0002324710379831846
507,خلقكم,18,0.0002324710379831846
508,قبلكم,18,0.0002324710379831846
509,أراد,18,0.0002324710379831846
510,عدوٞ,18,0.0002324710379831846
511,بعده,18,0.0002324710379831846
512,يحي,18,0.0002324710379831846
513,بلى,18,0.0002324710379831846
514,ضل,18,0.0002324710379831846
515,يتقون,18,0.0002324710379831846
516,وٱعلموٓا,18,0.0002324710379831846
517,حكيم,18,0.0002324710379831846
518,وحدةٗ,18,0.0002324710379831846
519,جآءتهم,18,0.0002324710379831846
520,ٱلرسل,18,0.0002324710379831846
521,فقل,18,0.0002324710379831846
522,يفترون,18,0.0002324710379831846
523,لهو,18,0.0002324710379831846
524,يغفر,18,0.0002324710379831846
525,يومئذ,18,0.0002324710379831846
526,نوحٖ,18,0.0002324710379831846
527,نشآء,18,0.0002324710379831846
528,عملوا,18,0.0002324710379831846
529,خلقنا,18,0.0002324710379831846
530,أظلم,17,0.00021955598031745213
531,ٱعبدوا,17,0.00021955598031745213
532,فٱتقوا,17,0.00021955598031745213
533,يضل,17,0.00021955598031745213
534,ءاتينا,17,0.00021955598031745213
535,يخرج,17,0.00021955598031745213
536,يبين,17,0.00021955598031745213
537,ٱلمآء,17,0.00021955598031745213
538,حسنٗا,17,0.00021955598031745213
539,يفعل,17,0.00021955598031745213
540,ينزل,17,0.00021955598031745213
541,يديه,17,0.00021955598031745213
542,يحكم,17,0.00021955598031745213
543,ٱلهدى,17,0.00021955598031745213
544,ٱلمسجد,17,0.00021955598031745213
545,ٱلريح,17,0.00021955598031745213
546,بأن,17,0.00021955598031745213
547,عزيز,17,0.00021955598031745213
548,ولولا,17,0.00021955598031745213
549,بعدهم,17,0.00021955598031745213
550,مسمٗى,17,0.00021955598031745213
551,تجد,17,0.00021955598031745213
552,وجوههم,17,0.00021955598031745213
553,أفمن,17,0.00021955598031745213
554,عظيمٗا,17,0.00021955598031745213
555,ٱلكفرون,17,0.00021955598031745213
556,ٱتخذوا,17,0.00021955598031745213
557,ٱلصدقين,17,0.00021955598031745213
558,تذكرون,17,0.00021955598031745213
559,ٱلخلق,17,0.00021955598031745213
560,ذات,17,0.00021955598031745213
561,نارٗا,16,0.00020664092265171963
562,لنآ,16,0.00020664092265171963
563,بٔايتنآ,16,0.00020664092265171963
564,ٱلتيٓ,16,0.00020664092265171963
565,فلم,16,0.00020664092265171963
566,سمعنا,16,0.00020664092265171963
567,قدمت,16,0.00020664092265171963
568,لولا,16,0.00020664092265171963
569,ءاتينهم,16,0.00020664092265171963
570,حق,16,0.00020664092265171963
571,فيهم,16,0.00020664092265171963
572,كسبت,16,0.00020664092265171963
573,إلينا,16,0.00020664092265171963
574,عنده,16,0.00020664092265171963
575,أنزلنا,16,0.00020664092265171963
576,ٱلألبب,16,0.00020664092265171963
577,ٱلعقاب,16,0.00020664092265171963
578,ٱلحساب,16,0.00020664092265171963
579,ذا,16,0.00020664092265171963
580,فكيف,16,0.00020664092265171963
581,بيننا,16,0.00020664092265171963
582,تتلى,16,0.00020664092265171963
583,ٱلصدور,16,0.00020664092265171963
584,ٱلفوز,16,0.00020664092265171963
585,رحيمٗا,16,0.00020664092265171963
586,علي,16,0.00020664092265171963
587,حين,16,0.00020664092265171963
588,تأتيهم,16,0.00020664092265171963
589,كذبت,16,0.00020664092265171963
590,قرية,16,0.00020664092265171963
591,وكنا,16,0.00020664092265171963
592,ريب,15,0.00019372586498598717
593,أليم,15,0.00019372586498598717
594,كمآ,15,0.00019372586498598717
595,ونحن,15,0.00019372586498598717
596,ءادم,15,0.00019372586498598717
597,خوف,15,0.00019372586498598717
598,وءاتوا,15,0.00019372586498598717
599,نفس,15,0.00019372586498598717
600,كلوا,15,0.00019372586498598717
601,ٱلموتى,15,0.00019372586498598717
602,وهدٗى,15,0.00019372586498598717
603,للمؤمنين,15,0.00019372586498598717
604,بينتٖ,15,0.00019372586498598717
605,يكفر,15,0.00019372586498598717
606,ٱتخذ,15,0.00019372586498598717
607,إبرهم,15,0.00019372586498598717
608,وبئس,15,0.00019372586498598717
609,ربهٓ,15,0.00019372586498598717
610,خلت,15,0.00019372586498598717
611,فمآ,15,0.00019372586498598717
612,قبله,15,0.00019372586498598717
613,يأتيهم,15,0.00019372586498598717
614,ماذا,15,0.00019372586498598717
615,أنى,15,0.00019372586498598717
616,أيمنكم,15,0.00019372586498598717
617,قولٗا,15,0.00019372586498598717
618,يستطيعون,15,0.00019372586498598717
619,أجلٖ,15,0.00019372586498598717
620,ٱلتورىة,15,0.00019372586498598717
621,وٱذكر,15,0.00019372586498598717
622,بشرٞ,15,0.00019372586498598717
623,فوق,15,0.00019372586498598717
624,أمرنا,15,0.00019372586498598717
625,وقيل,15,0.00019372586498598717
626,يجعل,15,0.00019372586498598717
627,كبيرٗا,15,0.00019372586498598717
628,ملكت,15,0.00019372586498598717
629,عذابا,15,0.00019372586498598717
630,أجرا,15,0.00019372586498598717
631,ٱلمنفقين,15,0.00019372586498598717
632,ليقولن,15,0.00019372586498598717
633,أحدٗا,15,0.00019372586498598717
634,أيمنهم,15,0.00019372586498598717
635,أهلكنا,15,0.00019372586498598717
636,علمٖ,15,0.00019372586498598717
637,كفرون,15,0.00019372586498598717
638,قوما,15,0.00019372586498598717
639,مثلٗا,14,0.00018081080732025467
640,إنها,14,0.00018081080732025467
641,قلوبكم,14,0.00018081080732025467
642,يكسبون,14,0.00018081080732025467
643,معرضون,14,0.00018081080732025467
644,معهم,14,0.00018081080732025467
645,بصير,14,0.00018081080732025467
646,فإنه,14,0.00018081080732025467
647,بهآ,14,0.00018081080732025467
648,خيرٖ,14,0.00018081080732025467
649,ٱلفضل,14,0.00018081080732025467
650,أمرٗا,14,0.00018081080732025467
651,أمةٗ,14,0.00018081080732025467
652,مسلمون,14,0.00018081080732025467
653,أوتي,14,0.00018081080732025467
654,أين,14,0.00018081080732025467
655,وٱلملٓئكة,14,0.00018081080732025467
656,إلهٞ,14,0.00018081080732025467
657,أنكم,14,0.00018081080732025467
658,أيامٖ,14,0.00018081080732025467
659,كسبوا,14,0.00018081080732025467
660,ٱلظلمت,14,0.00018081080732025467
661,بٱلقسط,14,0.00018081080732025467
662,يخلق,14,0.00018081080732025467
663,وهذا,14,0.00018081080732025467
664,ٱلكذب,14,0.00018081080732025467
665,كتبٖ,14,0.00018081080732025467
666,يرد,14,0.00018081080732025467
667,عمل,14,0.00018081080732025467
668,عليما,14,0.00018081080732025467
669,حكيمٗا,14,0.00018081080732025467
670,ٱلسئات,14,0.00018081080732025467
671,أخرى,14,0.00018081080732025467
672,دونهٓ,14,0.00018081080732025467
673,ٱلأنعم,14,0.00018081080732025467
674,شكٖ,14,0.00018081080732025467
675,أوحينآ,14,0.00018081080732025467
676,ٱسم,14,0.00018081080732025467
677,سحرٞ,14,0.00018081080732025467
678,وأنت,14,0.00018081080732025467
679,يستهزءون,14,0.00018081080732025467
680,عظيمٖ,14,0.00018081080732025467
681,أرءيتم,14,0.00018081080732025467
682,سلم,14,0.00018081080732025467
683,أنزلنه,14,0.00018081080732025467
684,رحمته,14,0.00018081080732025467
685,ٱلمدينة,14,0.00018081080732025467
686,أمةٖ,14,0.00018081080732025467
687,ويلٞ,14,0.00018081080732025467
688,كمثل,13,0.0001678957496545222
689,سبع,13,0.0001678957496545222
690,قلنا,13,0.0001678957496545222
691,يحزنون,13,0.0001678957496545222
692,ينصرون,13,0.0001678957496545222
693,يموسى,13,0.0001678957496545222
694,ٱلخسرين,13,0.0001678957496545222
695,يفعلون,13,0.0001678957496545222
696,ٱلدار,13,0.0001678957496545222
697,رسولٞ,13,0.0001678957496545222
698,ٱلشيطين,13,0.0001678957496545222
699,تقولوا,13,0.0001678957496545222
700,بصيرٞ,13,0.0001678957496545222
701,وقالت,13,0.0001678957496545222
702,أهله,13,0.0001678957496545222
703,جميعا,13,0.0001678957496545222
704,رحيم,13,0.0001678957496545222
705,لهن,13,0.0001678957496545222
706,ٱلأمور,13,0.0001678957496545222
707,فوقهم,13,0.0001678957496545222
708,أزوجٗا,13,0.0001678957496545222
709,داود,13,0.0001678957496545222
710,فٱنظر,13,0.0001678957496545222
711,أولوا,13,0.0001678957496545222
712,يٓأهل,13,0.0001678957496545222
713,حقٞ,13,0.0001678957496545222
714,ٱفترى,13,0.0001678957496545222
